#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score	ref	name
Ghr	Il12b	10090.ENSMUSP00000069457	10090.ENSMUSP00000125867	0	0	0	0	0	0	0.650	0	0.650	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifnb1	Il4	10090.ENSMUSP00000056720	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.714	0.714	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifnb1	Il10	10090.ENSMUSP00000056720	10090.ENSMUSP00000016673	0	0	0	0	0.127	0	0	0.822	0.838	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifnb1	Il2	10090.ENSMUSP00000056720	10090.ENSMUSP00000029275	0	0	0	0	0	0	0	0.732	0.732	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifnb1	Jun	10090.ENSMUSP00000056720	10090.ENSMUSP00000102711	0	0	0	0	0.047	0	0	0.662	0.664	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifnb1	Il12b	10090.ENSMUSP00000056720	10090.ENSMUSP00000125867	0	0	0	0	0.171	0	0	0.690	0.732	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifnb1	Ifng	10090.ENSMUSP00000056720	10090.ENSMUSP00000063800	0	0	0	0	0.126	0	0	0.884	0.894	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Il4	10090.ENSMUSP00000063800	10090.ENSMUSP00000000889	0	0	0	0	0.156	0	0	0.965	0.969	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Il10	10090.ENSMUSP00000063800	10090.ENSMUSP00000016673	0	0	0	0	0.587	0	0	0.967	0.986	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Il2	10090.ENSMUSP00000063800	10090.ENSMUSP00000029275	0	0	0	0	0.305	0	0	0.962	0.972	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Nfatc2	10090.ENSMUSP00000063800	10090.ENSMUSP00000074198	0	0	0	0	0.080	0.292	0	0.545	0.677	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Jun	10090.ENSMUSP00000063800	10090.ENSMUSP00000102711	0	0	0	0	0	0	0	0.730	0.730	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Rag1	10090.ENSMUSP00000063800	10090.ENSMUSP00000077584	0	0	0	0	0	0	0	0.761	0.761	PMID:18655192	Vitamin D And Multiple Sclerosis
Ifng	Il12b	10090.ENSMUSP00000063800	10090.ENSMUSP00000125867	0	0	0.444	0	0.139	0	0	0.850	0.921	PMID:18655192	Vitamin D And Multiple Sclerosis
Il10	Il4	10090.ENSMUSP00000016673	10090.ENSMUSP00000000889	0	0	0	0	0.082	0	0	0.960	0.962	PMID:18655192	Vitamin D And Multiple Sclerosis
Il10	Nfatc2	10090.ENSMUSP00000016673	10090.ENSMUSP00000074198	0	0	0	0	0	0.292	0	0.397	0.554	PMID:18655192	Vitamin D And Multiple Sclerosis
Il10	Rag1	10090.ENSMUSP00000016673	10090.ENSMUSP00000077584	0	0	0	0	0	0	0	0.690	0.690	PMID:18655192	Vitamin D And Multiple Sclerosis
Il10	Jun	10090.ENSMUSP00000016673	10090.ENSMUSP00000102711	0	0	0	0	0	0	0	0.712	0.712	PMID:18655192	Vitamin D And Multiple Sclerosis
Il10	Il12b	10090.ENSMUSP00000016673	10090.ENSMUSP00000125867	0	0	0	0	0.095	0	0	0.847	0.855	PMID:18655192	Vitamin D And Multiple Sclerosis
Il10	Il2	10090.ENSMUSP00000016673	10090.ENSMUSP00000029275	0	0	0	0	0.079	0	0	0.941	0.944	PMID:18655192	Vitamin D And Multiple Sclerosis
Il12b	Il4	10090.ENSMUSP00000125867	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.795	0.795	PMID:18655192	Vitamin D And Multiple Sclerosis
Il12b	Il2	10090.ENSMUSP00000125867	10090.ENSMUSP00000029275	0	0	0	0	0.108	0	0	0.741	0.759	PMID:18655192	Vitamin D And Multiple Sclerosis
Il12b	Rag1	10090.ENSMUSP00000125867	10090.ENSMUSP00000077584	0	0	0	0	0	0	0	0.421	0.420	PMID:18655192	Vitamin D And Multiple Sclerosis
Il12b	Jun	10090.ENSMUSP00000125867	10090.ENSMUSP00000102711	0	0	0	0	0	0	0	0.430	0.430	PMID:18655192	Vitamin D And Multiple Sclerosis
Il2	Il4	10090.ENSMUSP00000029275	10090.ENSMUSP00000000889	0	0	0	0	0.303	0	0	0.998	0.998	PMID:18655192	Vitamin D And Multiple Sclerosis
Il2	Rag1	10090.ENSMUSP00000029275	10090.ENSMUSP00000077584	0	0	0	0	0	0	0	0.698	0.698	PMID:18655192	Vitamin D And Multiple Sclerosis
Il2	Nfatc2	10090.ENSMUSP00000029275	10090.ENSMUSP00000074198	0	0	0	0	0.044	0.345	0	0.638	0.754	PMID:18655192	Vitamin D And Multiple Sclerosis
Il2	Jun	10090.ENSMUSP00000029275	10090.ENSMUSP00000102711	0	0	0	0	0	0.093	0	0.775	0.787	PMID:18655192	Vitamin D And Multiple Sclerosis
Il4	Nfatc2	10090.ENSMUSP00000000889	10090.ENSMUSP00000074198	0	0	0	0	0.054	0.292	0	0.533	0.660	PMID:18655192	Vitamin D And Multiple Sclerosis
Il4	Jun	10090.ENSMUSP00000000889	10090.ENSMUSP00000102711	0	0	0	0	0	0	0	0.660	0.660	PMID:18655192	Vitamin D And Multiple Sclerosis
Il4	Rag1	10090.ENSMUSP00000000889	10090.ENSMUSP00000077584	0	0	0	0	0	0	0	0.663	0.663	PMID:18655192	Vitamin D And Multiple Sclerosis
Jun	Nfatc2	10090.ENSMUSP00000102711	10090.ENSMUSP00000074198	0	0	0	0	0	0.814	0.540	0.899	0.990	PMID:18655192	Vitamin D And Multiple Sclerosis
Jun	Ncoa3	10090.ENSMUSP00000102711	10090.ENSMUSP00000085416	0	0	0	0	0	0.161	0.900	0.435	0.948	PMID:18655192	Vitamin D And Multiple Sclerosis
Arhgef2	Grb2	10090.ENSMUSP00000029694	10090.ENSMUSP00000021090	0	0	0	0	0.049	0	0	0.468	0.472	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Arhgef2	Rac2	10090.ENSMUSP00000029694	10090.ENSMUSP00000036384	0	0	0	0	0.074	0.264	0	0.301	0.482	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Asap2	Grb2	10090.ENSMUSP00000063217	10090.ENSMUSP00000021090	0	0	0	0	0	0.283	0	0.198	0.401	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Spi1	10090.ENSMUSP00000003726	10090.ENSMUSP00000002180	0	0	0	0	0	0	0	0.721	0.721	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Foxa1	10090.ENSMUSP00000003726	10090.ENSMUSP00000041118	0	0	0	0	0	0	0	0.412	0.412	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Esr1	10090.ENSMUSP00000003726	10090.ENSMUSP00000101215	0	0	0	0	0	0.077	0	0.503	0.522	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Top1	10090.ENSMUSP00000003726	10090.ENSMUSP00000105094	0	0	0	0	0.178	0.267	0	0.275	0.525	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Smad3	10090.ENSMUSP00000003726	10090.ENSMUSP00000034973	0	0	0	0	0.042	0	0	0.619	0.619	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Ctcf	10090.ENSMUSP00000003726	10090.ENSMUSP00000005841	0	0	0	0	0.133	0.093	0	0.604	0.661	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Brd4	Myc	10090.ENSMUSP00000003726	10090.ENSMUSP00000022971	0	0	0	0	0.057	0.279	0	0.808	0.858	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Pparg	10090.ENSMUSP00000024044	10090.ENSMUSP00000000450	0	0	0	0	0	0	0	0.607	0.607	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Spi1	10090.ENSMUSP00000024044	10090.ENSMUSP00000002180	0	0	0	0	0.127	0	0	0.607	0.642	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Grb2	10090.ENSMUSP00000024044	10090.ENSMUSP00000021090	0	0	0	0	0.064	0	0	0.432	0.445	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Myc	10090.ENSMUSP00000024044	10090.ENSMUSP00000022971	0	0	0	0	0.047	0	0	0.630	0.632	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Esr1	10090.ENSMUSP00000024044	10090.ENSMUSP00000101215	0	0	0	0	0	0	0	0.553	0.553	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Smad3	10090.ENSMUSP00000024044	10090.ENSMUSP00000034973	0	0	0	0	0	0	0	0.604	0.604	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Cd93	10090.ENSMUSP00000024044	10090.ENSMUSP00000096876	0	0	0	0	0	0.103	0	0.606	0.631	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Irf8	10090.ENSMUSP00000024044	10090.ENSMUSP00000040245	0	0	0	0	0.107	0.060	0	0.609	0.643	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Rac2	10090.ENSMUSP00000024044	10090.ENSMUSP00000036384	0	0	0	0	0.176	0.076	0	0.584	0.655	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Il6ra	10090.ENSMUSP00000024044	10090.ENSMUSP00000029559	0	0	0	0	0.103	0.094	0	0.662	0.701	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Eomes	10090.ENSMUSP00000024044	10090.ENSMUSP00000035020	0	0	0	0	0	0	0	0.732	0.732	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd4	Cxcr4	10090.ENSMUSP00000024044	10090.ENSMUSP00000053489	0	0	0	0	0	0.168	0	0.997	0.997	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd93	Spi1	10090.ENSMUSP00000096876	10090.ENSMUSP00000002180	0	0	0	0	0.144	0	0	0.342	0.412	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd93	Cxcr4	10090.ENSMUSP00000096876	10090.ENSMUSP00000053489	0	0	0	0	0.100	0	0	0.399	0.435	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cdt1	Top1	10090.ENSMUSP00000006760	10090.ENSMUSP00000105094	0	0	0	0	0.084	0.110	0	0.416	0.482	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cdt1	Myc	10090.ENSMUSP00000006760	10090.ENSMUSP00000022971	0	0	0	0	0.169	0.058	0	0.411	0.499	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Chia1	Ctcf	10090.ENSMUSP00000078134	10090.ENSMUSP00000005841	0	0	0	0	0	0	0	0.770	0.770	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ctcf	Spi1	10090.ENSMUSP00000005841	10090.ENSMUSP00000002180	0	0	0	0	0	0	0	0.607	0.607	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ctcf	Smad3	10090.ENSMUSP00000005841	10090.ENSMUSP00000034973	0	0	0	0	0	0.093	0	0.575	0.598	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ctcf	Top1	10090.ENSMUSP00000005841	10090.ENSMUSP00000105094	0	0	0	0	0.216	0	0	0.547	0.629	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ctcf	Foxa1	10090.ENSMUSP00000005841	10090.ENSMUSP00000041118	0	0	0	0	0	0.052	0	0.639	0.643	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ctcf	Myc	10090.ENSMUSP00000005841	10090.ENSMUSP00000022971	0	0	0	0	0	0.080	0	0.630	0.645	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ctcf	Esr1	10090.ENSMUSP00000005841	10090.ENSMUSP00000101215	0	0	0	0	0	0.075	0	0.704	0.714	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Pparg	10090.ENSMUSP00000053489	10090.ENSMUSP00000000450	0	0	0	0	0.091	0	0	0.431	0.460	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Myc	10090.ENSMUSP00000053489	10090.ENSMUSP00000022971	0	0	0	0	0	0	0	0.606	0.606	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Il6ra	10090.ENSMUSP00000053489	10090.ENSMUSP00000029559	0	0	0	0	0.091	0	0	0.488	0.515	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Smad3	10090.ENSMUSP00000053489	10090.ENSMUSP00000034973	0	0	0	0	0.082	0	0	0.411	0.436	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Eomes	10090.ENSMUSP00000053489	10090.ENSMUSP00000035020	0	0	0	0	0.047	0	0	0.432	0.435	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Rac2	10090.ENSMUSP00000053489	10090.ENSMUSP00000036384	0	0	0	0	0.130	0.041	0	0.354	0.414	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Irf8	10090.ENSMUSP00000053489	10090.ENSMUSP00000040245	0	0	0	0	0.143	0	0	0.375	0.441	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cxcr4	Esr1	10090.ENSMUSP00000053489	10090.ENSMUSP00000101215	0	0	0	0	0	0	0	0.702	0.702	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Dock2	Rac2	10090.ENSMUSP00000090884	10090.ENSMUSP00000036384	0	0	0	0	0.374	0.436	0.900	0.675	0.987	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Eomes	Spi1	10090.ENSMUSP00000035020	10090.ENSMUSP00000002180	0	0	0	0	0	0.042	0	0.615	0.615	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Eomes	Smad3	10090.ENSMUSP00000035020	10090.ENSMUSP00000034973	0	0	0	0	0.093	0.064	0.400	0.309	0.601	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Eomes	Tfap2c	10090.ENSMUSP00000035020	10090.ENSMUSP00000129922	0	0	0	0	0.061	0	0	0.627	0.634	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Pparg	10090.ENSMUSP00000101215	10090.ENSMUSP00000000450	0	0	0	0.596	0.075	0	0	0.634	0.648	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Grb2	10090.ENSMUSP00000101215	10090.ENSMUSP00000021090	0	0	0	0	0.048	0.080	0	0.718	0.732	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Myc	10090.ENSMUSP00000101215	10090.ENSMUSP00000022971	0	0	0	0	0.049	0.237	0	0.768	0.817	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Smad3	10090.ENSMUSP00000101215	10090.ENSMUSP00000034973	0	0	0	0	0	0.132	0	0.780	0.801	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Foxa1	10090.ENSMUSP00000101215	10090.ENSMUSP00000041118	0	0	0	0	0	0.267	0.500	0.984	0.993	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Tfap2c	10090.ENSMUSP00000101215	10090.ENSMUSP00000129922	0	0	0	0	0	0.224	0	0.431	0.539	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Esr1	Prkcd	10090.ENSMUSP00000101215	10090.ENSMUSP00000107830	0	0	0	0	0.050	0.047	0	0.563	0.569	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Foxa1	Pparg	10090.ENSMUSP00000041118	10090.ENSMUSP00000000450	0	0	0	0	0	0.097	0	0.405	0.439	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Foxa1	Spi1	10090.ENSMUSP00000041118	10090.ENSMUSP00000002180	0	0	0	0	0.054	0	0	0.443	0.450	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Foxa1	Myc	10090.ENSMUSP00000041118	10090.ENSMUSP00000022971	0	0	0	0	0	0.068	0	0.502	0.516	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Foxa1	Tfap2c	10090.ENSMUSP00000041118	10090.ENSMUSP00000129922	0	0	0	0	0.064	0.093	0	0.685	0.710	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Grb2	Prkcd	10090.ENSMUSP00000021090	10090.ENSMUSP00000107830	0	0	0	0	0.095	0.054	0	0.380	0.424	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Grb2	Myc	10090.ENSMUSP00000021090	10090.ENSMUSP00000022971	0	0	0	0	0.086	0.053	0	0.491	0.521	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Grb2	Plec	10090.ENSMUSP00000021090	10090.ENSMUSP00000073124	0	0	0	0	0.044	0	0	0.533	0.534	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Grb2	Ubash3b	10090.ENSMUSP00000021090	10090.ENSMUSP00000043865	0	0	0	0	0.133	0.253	0	0.535	0.673	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Irf8	Spi1	10090.ENSMUSP00000040245	10090.ENSMUSP00000002180	0	0	0	0	0.307	0.196	0	0.996	0.997	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Irf8	Rac2	10090.ENSMUSP00000040245	10090.ENSMUSP00000036384	0	0	0	0	0.251	0.051	0	0.235	0.410	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Myc	Pparg	10090.ENSMUSP00000022971	10090.ENSMUSP00000000450	0	0	0	0	0.049	0.072	0	0.607	0.623	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Myc	Spi1	10090.ENSMUSP00000022971	10090.ENSMUSP00000002180	0	0	0	0	0.052	0	0	0.498	0.504	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Myc	Top1	10090.ENSMUSP00000022971	10090.ENSMUSP00000105094	0	0	0	0	0	0.095	0	0.531	0.557	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Myc	Tfap2c	10090.ENSMUSP00000022971	10090.ENSMUSP00000129922	0	0	0	0	0.055	0.124	0.500	0.453	0.743	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Myc	Smad3	10090.ENSMUSP00000022971	10090.ENSMUSP00000034973	0	0	0	0	0.044	0.123	0	0.948	0.952	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Parp10	Plec	10090.ENSMUSP00000129765	10090.ENSMUSP00000073124	0	0.271	0	0	0	0	0	0.353	0.508	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Pparg	Spi1	10090.ENSMUSP00000000450	10090.ENSMUSP00000002180	0	0	0	0	0	0	0	0.642	0.642	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Pparg	Smad3	10090.ENSMUSP00000000450	10090.ENSMUSP00000034973	0	0	0	0	0.082	0.168	0	0.907	0.923	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Ppp3r1	Ssh1	10090.ENSMUSP00000099944	10090.ENSMUSP00000124312	0	0	0	0	0	0.096	0.900	0.066	0.908	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Prkcd	Rac2	10090.ENSMUSP00000107830	10090.ENSMUSP00000036384	0	0	0	0	0.125	0.240	0.900	0.252	0.943	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Rac2	Spi1	10090.ENSMUSP00000036384	10090.ENSMUSP00000002180	0	0	0	0	0.314	0	0	0.239	0.456	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Smad3	Spi1	10090.ENSMUSP00000034973	10090.ENSMUSP00000002180	0	0	0	0	0	0.292	0	0.608	0.710	PMID:30941131	The Association Between Vitamin D And Multiple Sclerosis Risk 1 25 Oh 2D3 Induces Super Enhancers Bound By Vdr
Cd40	Tnfrsf1a	10090.ENSMUSP00000017799	10090.ENSMUSP00000032491	0	0	0	0.597	0.091	0	0	0.702	0.717	PMID:23840333	Vitamin D3 Receptor Vdr Gene Rs2228570 Fok1 And Rs731236 Taq1 Variants Are Not Associated With The Risk For Multiple Sclerosis Results Of A New Study And A Meta Analysis
Cd40	Il2	10090.ENSMUSP00000017799	10090.ENSMUSP00000029275	0	0	0	0	0.059	0	0	0.864	0.867	PMID:23840333	Vitamin D3 Receptor Vdr Gene Rs2228570 Fok1 And Rs731236 Taq1 Variants Are Not Associated With The Risk For Multiple Sclerosis Results Of A New Study And A Meta Analysis
Cd6	Il2	10090.ENSMUSP00000079172	10090.ENSMUSP00000029275	0	0	0	0	0.085	0.094	0	0.387	0.448	PMID:23840333	Vitamin D3 Receptor Vdr Gene Rs2228570 Fok1 And Rs731236 Taq1 Variants Are Not Associated With The Risk For Multiple Sclerosis Results Of A New Study And A Meta Analysis
Il2	Tnfrsf1a	10090.ENSMUSP00000029275	10090.ENSMUSP00000032491	0	0	0	0	0	0	0	0.633	0.633	PMID:23840333	Vitamin D3 Receptor Vdr Gene Rs2228570 Fok1 And Rs731236 Taq1 Variants Are Not Associated With The Risk For Multiple Sclerosis Results Of A New Study And A Meta Analysis
Hand2	Tgfb1	10090.ENSMUSP00000044983	10090.ENSMUSP00000002678	0	0	0	0	0.101	0	0	0.515	0.545	PMID:23776780	Vitamin D And Multiple Sclerosis Potential Pathophysiological Role And Clinical Implications
Hand2	Il13	10090.ENSMUSP00000044983	10090.ENSMUSP00000020650	0	0	0	0	0	0	0	0.841	0.841	PMID:23776780	Vitamin D And Multiple Sclerosis Potential Pathophysiological Role And Clinical Implications
Hand2	Tnf	10090.ENSMUSP00000044983	10090.ENSMUSP00000025263	0	0	0	0	0	0	0	0.740	0.740	PMID:23776780	Vitamin D And Multiple Sclerosis Potential Pathophysiological Role And Clinical Implications
Hand2	Ifnb1	10090.ENSMUSP00000044983	10090.ENSMUSP00000056720	0	0	0	0	0	0	0	0.455	0.455	PMID:23776780	Vitamin D And Multiple Sclerosis Potential Pathophysiological Role And Clinical Implications
Hand2	Ifng	10090.ENSMUSP00000044983	10090.ENSMUSP00000063800	0	0	0	0	0	0	0	0.841	0.841	PMID:23776780	Vitamin D And Multiple Sclerosis Potential Pathophysiological Role And Clinical Implications
Ifnb1	Tgfb1	10090.ENSMUSP00000056720	10090.ENSMUSP00000002678	0	0	0	0	0	0	0	0.500	0.500	PMID:23776780	Vitamin D And Multiple Sclerosis Potential Pathophysiological Role And Clinical Implications
